24f760a7-42b3-45ef-bc58-2572f22919f4,"The Kremlin Armory Workshops, Moscow","Medium: Silver, partly gilt, niello, enamel, sapphires, rubies, spinels, pearls, leather, silk velvet, oil paint, gesso, linen, mica, pig-skin, woods: Tilia cordata (basswood or linden), white oak. Dimensions: Overall (open, confirmed): 27 × 35 3/4 × 5 in. (68.6 × 90.8 × 12.7 cm). Credit: Rogers Fund, 1975",https://images.metmuseum.org/CRDImages/es/original/DP-14793-001.jpg,Triptych with the Mandylion,Metalwork-Silver In Combination
29070937-d3ae-45de-af78-1ca5ac4e07f9,Apollonio di Giovanni di Tomaso,"Medium: Poplar wood, linen, polychromed and gilded gesso with panel painted in tempera and gold. Dimensions: H. 39-1/2 x W. 77 x D. 32-7/8 in.  (100.3 x 195.6 x 83.5 cm); Painted surface 15 1/4 x 49 1/2 in. (38.7 x 125.7 cm). Credit: John Stewart Kennedy Fund, 1914",https://images.metmuseum.org/CRDImages/es/original/DP106672.jpg,Cassone with painted front panel depicting the Conquest of Trebizond,Woodwork-Furniture
a2cd0ced-7e47-4d18-9430-a8547b41b72a,Philip Webb,"Medium: Painted pine, oil paint on leather, brass, copper. Dimensions: Overall: 73 × 45 × 21 in. (185.4 × 114.3 × 53.3 cm). Credit: Rogers Fund, 1926",https://images.metmuseum.org/CRDImages/es/original/DP169654.jpg,The Backgammon Players,Woodwork-Furniture
08bf0b07-3d66-4558-991d-9ddd79f9c67d,Jean Georges (or George),"Medium: Gold, grisaille enamel, diamonds. Dimensions: Box: 1 3/4 x 3 3/8 x 2 5/8 in.  (4.4 x 8.6 x 6.7 cm)

Dimensions of miniatures (not sight measurements): On cover, H. 1 11/16, W. 2 9/16 in. (4.3 x 6.5 cm.); On bottom, H. 1 5/8, W. 2-1/2 in. (4.1 x 6.4 cm.); On front, H. 15/16, W. 1 7/8 in. (2.4 x 4.8 cm.); On back, H. 7/8, W. 1 7/8 in. (2.2 x 4.8 cm.); On left side, H. 13/16, W. 1 7/16 in. (2.1 x 3.7 cm.); On right side, H. 13/16, 1 7/16 in. (2.1 x 3.7 cm.).. Credit: Gift of J. Pierpont Morgan, 1917",https://images.metmuseum.org/CRDImages/es/original/DP170813.jpg,Snuffbox with six scenes of putti at play,Metalwork-Gold and Platinum
304201e8-3806-40bc-b884-abd969b751a1,Mathieu Coiny fils,"Medium: Gold, enamel, gem stones. Dimensions: Overall: 2 3/4 × 2 1/8 in. (7 × 5.4 cm). Credit: Gift of J. Pierpont Morgan, 1917",https://images.metmuseum.org/CRDImages/es/original/DP-25120-013.jpg,Snuffbox,Metalwork-Gold and Platinum
41d08494-7955-4ee0-82ab-00af75f48153,Matthias Walbaum,"Medium: Ebony, silver, gilded silver, gouache on parchment. Dimensions: Overall (confirmed): 16 15/16 × 7 1/4 × 4 1/8 in. (43 × 18.4 × 10.5 cm). Credit: Gift of J. Pierpont Morgan, 1917",https://images.metmuseum.org/CRDImages/es/original/DP259735.jpg,Shrine,Metalwork-Silver In Combination
dbccd6be-c848-4736-9915-34d10f15222f,Unidentified artist,"Medium: Hanging scroll; ink, color, and gold on silk. Dimensions: Image: 44 3/4 × 32 5/8 in. (113.7 × 82.9 cm)
Overall with mounting: 95 1/2 × 54 in. (242.6 × 137.2 cm)
Overall with knobs: 57 1/2 × 95 1/2 in. (146.1 × 242.6 cm). Credit: Rogers Fund, 1941",https://images.metmuseum.org/CRDImages/as/original/DP247676.jpg,Emperor Xuanzong's flight to Shu,Southern Song dynasty (1127–1279)
4d9f8e95-1c8e-407e-a3bf-71e27a63389d,Kano Sansetsu,"Medium: Four sliding-door panels (fusuma); ink, color, gold, and gold leaf on paper. Dimensions: Overall (of all four panels): 68 3/4 x 191 1/8 in. (174.6 x 485.5 cm)
Overall (a): 68 3/8 x 47 5/8 in. (173.7 x 121 cm)
Overall (b): 68 3/8 x 48 3/4 in. (173.7 x 123.8 cm)
Overall (c): 68 1/2 x 47 3/4 in. (174 x 121.3 cm)
Overall (d): 68 1/2 x 47 3/4 in. (174 x 121.3 cm). Credit: The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",https://images.metmuseum.org/CRDImages/as/original/DT229.jpg,Old Plum,Edo period (1615–1868)
4efd1c4a-d903-4971-ae25-1e7513d21efc,"Court of King Mindon or Thibaw, or associated workshops","Medium: Watercolor and gold on mulberry paper, with gilt lacquered wood covers and cloth lined box. Dimensions: Customized box: H. 17 in. (43.2 cm); W. 7 3/4 in. (19.7 cm); D. 3 in. (7.6 cm)
Manuscript: H. 16 1/2 in. (41.9 cm); W. 7 1/4 in. (18.4 cm); D. 2 1/4 in. (5.7 cm). Credit: Purchase, Friends of Asian Art and David L. Rawle Gifts, 2017",https://images.metmuseum.org/CRDImages/as/original/DP-14374-040.jpg,"Royal processions, ceremonies and entertainments",Paintings
e1f6dd08-c3cf-43d0-979f-422e2f7485a1,Joseph Etienne Blerzy,"Medium: Gold, enamel, diamonds; ivory, glass. Dimensions: 1 3/8 x 3 1/4 x 2 1/2 in. (3.5 x 8.3 x 6.4cm); Miniature: oval, 1 1/4 x 1 in. (32 x 25 mm). Credit: Bequest of Edward C. Post, 1915",https://images.metmuseum.org/CRDImages/es/original/DP-594-005.jpg,"Snuffbox with portrait of Louis XVI (1754–1793), King of France",Metalwork-Gold and Platinum
